Name,Hash,Meter,NPS sequence
Stamina RPG 9 - FE/[22] [238] Smack That,d1d746c27edbd9473bd1deae33fde825a7e9c647,22,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 14, 16, 16, 16, 16, 16, 16, 15, 16, 16, 16, 16, 16, 16, 16, 15, 16, 16, 16, 16, 16, 16, 15, 16, 16, 16, 16, 16, 16, 16, 15, 16, 9, 6, 5, 6, 3, 5, 5, 6, 11, 16, 16, 16, 16, 15, 16, 16, 16, 16, 16, 16, 15, 16, 16, 16, 16, 16, 16, 16, 15, 16, 16, 16, 16, 16, 16, 15, 16, 16, 16, 16, 16, 16, 16, 15, 16, 16, 13, 4, 6, 16, 15, 16, 16, 16, 16, 16, 16, 16, 15, 16, 16, 16, 16, 16, 16, 15, 16, 16, 16, 16, 16, 16, 16, 15, 16, 16, 16, 16, 16, 16, 15, 16, 16, 16, 16, 16, 16, 16, 15, 16, 16, 16, 16, 16, 16, 15, 16, 16, 16, 16, 16, 16, 16, 15, 16, 16, 16, 16, 16, 16, 15, 16, 16, 16, 16, 16, 16, 16, 15, 16, 16, 16, 16, 16, 16, 15, 16, 16, 16, 16, 16, 16, 16, 15, 16, 16, 16, 16, 16, 16, 15, 16, 16, 16, 16, 16, 16, 16, 15, 16, 16, 16, 16, 16, 16, 15, 16, 16, 16, 13, 3, 2]"
Stamina RPG 9 - FE/[22] [252] You're Gonna Go Far Kid,85fe1e730813d14f85b2cc317b4f3438e3336236,22,"[0, 1, 1, 3, 4, 5, 4, 3, 4, 4, 4, 4, 4, 4, 4, 3, 4, 3, 15, 17, 17, 17, 17, 16, 17, 17, 17, 17, 17, 16, 17, 17, 17, 17, 16, 17, 17, 17, 17, 3, 3, 17, 17, 17, 17, 16, 17, 17, 17, 17, 17, 16, 17, 17, 17, 17, 16, 17, 6, 4, 4, 4, 4, 3, 5, 3, 4, 4, 4, 5, 3, 4, 3, 13, 17, 17, 17, 17, 17, 16, 17, 17, 17, 17, 16, 17, 17, 17, 17, 17, 16, 17, 17, 17, 5, 3, 15, 17, 17, 17, 17, 16, 17, 17, 17, 17, 16, 17, 17, 17, 17, 17, 16, 17, 17, 17, 17, 16, 17, 17, 17, 17, 17, 16, 17, 17, 17, 17, 9, 2, 4, 2, 5, 3, 4, 2, 3, 3, 4, 3, 4, 1, 2, 8, 17, 16, 17, 17, 17, 17, 16, 17, 17, 17, 17, 17, 16, 17, 17, 17, 17, 16, 17, 17, 17, 17, 17, 16, 17, 17, 17, 17, 16, 17, 17, 17, 2]"
Stamina RPG 9 - FE/[23] [240] Aeromantie,090602a2f1513447e00867f38d5e5534b38be6ba,23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 2, 2, 2, 4, 2, 2, 2, 4, 2, 2, 2, 4, 2, 2, 2, 4, 2, 4, 4, 4, 2, 4, 4, 4, 2, 4, 4, 4, 3, 4, 4, 4, 2, 4, 4, 4, 2, 4, 4, 4, 2, 4, 4, 4, 3, 4, 4, 1, 0, 0, 1, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 1, 1, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 13, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 13, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 1, 1, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 1, 0, 0, 1, 0, 1, 0, 1, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 13, 16, 16, 5, 16, 16, 16, 16, 16, 16, 16, 16, 4, 5, 16, 16, 16, 16, 16, 9, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 13, 16, 16, 16, 16, 16, 16, 16, 9, 16, 16, 16, 16, 16, 16, 16, 6, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 12, 12, 12, 12, 12, 8, 3, 1, 1, 1, 0, 1, 15, 16, 16, 1, 16, 16, 16, 16, 16, 16, 16, 14, 16, 16, 16, 16, 16, 16, 16, 11, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 13, 16, 16, 16, 16, 16, 16, 16, 4, 16, 16, 16, 16, 16, 16, 16, 13, 16, 16, 16, 16, 16, 16, 16, 13, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 9, 1, 1, 16, 16, 16, 16, 16, 16, 16, 16, 1]"
Stamina RPG 9 - FE/[23] [260] Allegra,8ad3ca6ddb2691c5d7cc2d3ef337a99ea5e4661d,23,"[4, 9, 9, 8, 9, 9, 8, 9, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 10, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 11, 7, 8, 7, 9, 6, 9, 7, 8, 7, 8, 7, 8, 8, 5, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 12, 5, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 10, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 2, 4, 3, 3, 4, 3, 3, 3, 3, 4, 5, 11, 17, 17, 12, 16, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 17, 8, 9, 9, 8, 9, 9, 8, 9, 9, 8, 9, 9, 7, 3, 7, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 15, 8, 11, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 3, 16, 17, 18, 17, 17, 18, 17, 10, 11, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 13]"
Stamina RPG 9 - FE/[23] [237] Desire,9e05f84d59ce12b3de67775d416f4e7c585db98b,23,"[0, 0, 0, 0, 1, 15, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 13, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 12, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 13, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 4, 0, 0, 1, 11, 15, 16, 16, 16, 16, 15, 16, 13, 16, 16, 15, 16, 16, 16, 16, 12, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 12, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 2, 0, 0, 1, 13, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 9, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 12, 4, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 12, 16, 16, 16, 16, 15, 16, 16, 13, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 15, 16, 16, 16, 16, 16, 16, 17, 16, 16, 17, 17, 16, 17, 17, 16, 12]"
Stamina RPG 9 - FE/[23] [254] Evacuate The Dancefloor,e32631c4e1f7c11fe5d19f3f3183e4ae147c8aab,23,"[0, 0, 0, 1, 1, 1, 1, 3, 8, 17, 17, 15, 12, 17, 17, 17, 17, 17, 16, 13, 4, 4, 5, 7, 17, 17, 17, 17, 17, 17, 17, 17, 17, 16, 17, 17, 4, 1, 9, 17, 17, 17, 17, 17, 17, 17, 17, 17, 16, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 16, 17, 17, 17, 17, 17, 5, 5, 17, 10, 17, 17, 17, 17, 17, 16, 16, 4, 4, 4, 3, 15, 17, 17, 17, 17, 17, 17, 17, 17, 16, 17, 17, 10, 3, 3, 15, 17, 17, 17, 17, 17, 17, 17, 17, 16, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 16, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 16, 17, 17, 17, 14, 4, 9, 17, 17, 17, 17, 17, 17, 17, 17, 16, 17, 17, 17, 17, 17, 14, 4, 3, 3, 4, 4, 3, 2, 4, 4, 3, 3, 3, 5, 4, 6, 17, 17, 17, 17, 17, 17, 17, 17, 16, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 16, 17, 17, 17, 17, 17, 17, 2]"
Stamina RPG 9 - FE/[23] [270] Heaven's vengeance,0473bdf459f608e68c918b08a737c02886b20501,23,"[1, 14, 9, 9, 9, 9, 9, 16, 10, 14, 13, 14, 15, 2, 14, 8, 17, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 4, 3, 4, 4, 4, 6, 6, 6, 9, 10, 9, 8, 6, 10, 15, 16, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 11, 4, 4, 5, 9, 10, 9, 9, 4, 11, 13, 8, 5, 5, 8, 14, 12, 8, 7, 7, 8, 7, 12, 10, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 2]"
Stamina RPG 9 - FE/[23] [264] In Tango,13983e86573ea012fbac35b6af341f7a1c4c66e2,23,"[0, 0, 0, 1, 1, 2, 1, 1, 5, 0, 1, 6, 1, 2, 2, 2, 2, 3, 3, 15, 17, 18, 18, 17, 18, 17, 18, 18, 17, 18, 17, 18, 18, 10, 18, 17, 18, 18, 17, 18, 17, 18, 18, 17, 18, 17, 18, 15, 13, 18, 17, 18, 18, 17, 18, 17, 18, 18, 17, 18, 17, 18, 11, 17, 18, 17, 18, 18, 17, 12, 16, 18, 18, 17, 18, 17, 18, 9, 2, 4, 4, 4, 2, 3, 7, 17, 18, 18, 17, 18, 17, 18, 18, 17, 18, 17, 18, 18, 13, 15, 17, 18, 18, 17, 18, 17, 18, 18, 17, 18, 17, 18, 18, 14, 4, 4, 5, 4, 5, 4, 5, 5, 4, 5, 6, 4, 3, 1, 13, 18, 17, 18, 18, 17, 18, 17, 18, 18, 17, 18, 17, 18, 15, 2, 5, 6, 7, 2, 5, 7, 8, 7, 5, 5, 0, 1, 7, 7, 2, 4, 16, 1, 0, 1, 4, 2, 1, 15, 1, 2, 4, 5, 4, 1, 1, 16, 18, 18, 17, 18, 17, 18, 18, 17, 18, 17, 18, 18, 17, 18, 17, 18, 18, 17, 18, 17, 18, 18, 17, 18, 17, 18, 18, 16, 3, 1]"
Stamina RPG 9 - FE/[23] [248] Noontide (ReStep),352f99ca6c7d8e7c4121790eb00f16a1ca7f6734,23,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 6, 6, 7, 14, 17, 16, 17, 16, 17, 17, 16, 17, 16, 17, 16, 17, 16, 17, 16, 17, 16, 17, 16, 17, 17, 16, 17, 16, 17, 16, 17, 16, 17, 16, 17, 16, 17, 16, 17, 17, 16, 17, 16, 17, 16, 17, 16, 17, 16, 17, 16, 17, 16, 17, 17, 16, 17, 16, 17, 16, 17, 16, 17, 16, 17, 16, 17, 16, 17, 17, 16, 17, 16, 17, 16, 17, 16, 17, 16, 17, 16, 17, 16, 17, 17, 16, 17, 16, 17, 16, 17, 16, 17, 16, 17, 16, 17, 16, 17, 17, 16, 17, 16, 17, 16, 17, 16, 17, 16, 17, 16, 17, 16, 17, 17, 16, 13, 4, 4, 4, 4, 4, 7, 4, 5, 7, 6, 7, 16, 17, 16, 17, 16, 17, 16, 17, 16, 17, 16, 17, 16, 17, 16, 17, 17, 16, 17, 16, 17, 16, 17, 16, 17, 16, 17, 16, 17, 16, 17, 17, 16, 17, 16, 17, 15]"
Stamina RPG 9 - FE/[23] [250] Oil Ocean Zone,8c6c0dd132cf9edbe02d20598587ba6e72969367,23,"[1, 3, 1, 3, 4, 5, 3, 17, 17, 16, 17, 17, 16, 17, 17, 16, 17, 17, 16, 17, 17, 16, 17, 17, 16, 17, 17, 16, 17, 17, 16, 17, 17, 16, 17, 17, 16, 17, 17, 16, 17, 17, 16, 17, 17, 11, 5, 13, 16, 17, 17, 16, 17, 17, 16, 17, 17, 16, 17, 17, 16, 17, 17, 16, 17, 17, 16, 17, 17, 16, 17, 17, 16, 17, 17, 16, 17, 17, 16, 17, 17, 16, 17, 17, 16, 14, 6, 9, 17, 17, 16, 17, 17, 16, 17, 17, 16, 17, 17, 16, 17, 17, 16, 17, 17, 16, 17, 17, 16, 17, 17, 16, 17, 17, 16, 17, 17, 16, 17, 17, 16, 17, 17, 16, 17, 17, 16, 17, 17, 16, 17, 17, 16, 17, 17, 16, 17, 17, 16, 17, 17, 11, 7, 6, 5, 4, 6, 5, 5, 6, 8, 17, 17, 16, 17, 17, 16, 17, 17, 16, 17, 17, 16, 17, 17, 16, 17, 17, 16, 17, 17, 16, 17, 17, 16, 17, 17, 16, 17, 17, 16, 17, 17, 16, 17, 17, 16, 17, 17, 16, 17, 17, 16, 17, 17, 16, 17, 9, 7, 4, 5, 5, 5, 5, 6, 6, 6]"
Stamina RPG 9 - FE/[24] [257] 30Min Harder,45bccaee6550cd9ce477c5bafb3f2d6ea1aa8fa8,24,"[7, 17, 17, 18, 17, 17, 17, 17, 17, 17, 17, 17, 17, 18, 17, 17, 17, 17, 17, 17, 17, 17, 17, 18, 17, 17, 17, 17, 17, 17, 17, 17, 17, 18, 17, 17, 17, 17, 17, 17, 17, 17, 17, 18, 17, 9, 0, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 10, 7, 3, 1, 3, 2, 2, 2, 2, 3, 1, 3, 4, 5, 6, 6, 6, 5, 6, 6, 5, 6, 6, 5, 6, 6, 6, 5, 6, 8, 11, 12, 11, 11, 12, 3, 9, 17, 17, 17, 17, 17, 17, 17, 17, 18, 17, 17, 17, 17, 17, 17, 17, 17, 17, 18, 17, 17, 17, 17, 17, 17, 17, 17, 17, 18, 17, 17, 17, 17, 17, 17, 17, 17, 17, 18, 17, 17, 17, 17, 17, 10, 3, 17, 17, 18, 17, 17, 17, 17, 17, 17, 17, 17, 17, 18, 17, 17, 17, 17, 17, 17, 17, 17, 17, 18, 17, 17, 17, 17, 17, 17, 17, 17, 17, 18, 17, 17, 17, 17, 17, 17, 17, 17, 17, 18, 17, 17, 17, 17, 17, 17, 17, 17, 17, 18, 17, 17, 17, 17, 17, 17, 17, 17, 17, 18, 17, 17, 17, 17, 17, 17, 17, 17, 17, 18, 17, 17, 17, 17, 17, 17, 17, 17, 17, 18, 17, 17, 17, 17, 17, 17, 17, 17, 17, 18, 17, 17, 17, 17, 17, 17, 17, 17, 17, 18, 17, 17, 17, 17, 17, 17, 17, 17, 17, 18, 17, 17, 17, 17, 17, 17, 17, 17, 17, 18, 17, 17, 17, 17, 17, 17, 17, 17, 17, 18, 17, 17, 17, 17, 17, 17, 17, 17, 17, 18, 17, 17, 17, 17, 17, 17, 17, 17, 17, 18, 17, 17, 17, 17, 5, 4, 4, 3, 2]"
Stamina RPG 9 - FE/[24] [264] Bonfire,a4e4702a826a673b8a2816515e628543bbc48971,24,"[18, 17, 18, 17, 18, 18, 17, 18, 17, 18, 18, 17, 18, 17, 18, 18, 17, 18, 17, 18, 18, 17, 18, 17, 18, 18, 17, 18, 17, 4, 4, 2, 3, 3, 3, 6, 2, 3, 2, 3, 4, 3, 5, 4, 7, 7, 8, 8, 8, 6, 7, 7, 7, 6, 8, 9, 7, 7, 4, 4, 5, 4, 5, 4, 4, 12, 17, 18, 17, 18, 17, 7, 10, 17, 18, 18, 17, 18, 17, 18, 18, 17, 18, 17, 18, 18, 17, 18, 17, 18, 18, 17, 18, 17, 18, 18, 17, 18, 17, 18, 18, 17, 18, 17, 18, 18, 17, 18, 17, 18, 18, 17, 18, 17, 11, 9, 14, 18, 17, 18, 18, 17, 18, 17, 18, 18, 17, 18, 17, 7, 10, 17, 18, 17, 18, 18, 17, 18, 17, 18, 18, 17, 18, 17, 18, 11, 17, 18, 17, 18, 18, 17, 18, 17, 18, 18, 17, 18, 17, 18, 3, 3, 2, 3, 4, 3, 5, 2, 3, 2, 4, 3, 3, 5, 5, 7, 7, 8, 7, 8, 7, 6, 8, 6, 7, 8, 9, 7, 6, 4, 5, 4, 5, 4, 4, 5, 12, 18, 17, 18, 18, 15, 8, 12, 18, 18, 17, 18, 17, 18, 18, 17, 18, 17, 18, 18, 17, 18, 17, 18, 18, 17, 18, 17, 18, 18, 17, 18, 17, 18, 18, 17, 18, 17, 18, 18, 17, 18, 17, 18, 18, 17, 18, 17, 18, 10, 9, 15, 17, 18, 18, 17, 18, 17, 18, 18, 17, 18, 17, 18, 6, 10, 18, 17, 18, 18, 17, 18, 17, 18, 18, 17, 18, 17, 18, 18, 17, 18, 17, 18, 18, 17, 18, 17, 18, 18, 17, 18, 17, 18, 17]"
Stamina RPG 9 - FE/[24] [276] Cow Girl,755df828271c888698abb5eaa2dce0888d96d721,24,"[0, 0, 1, 8, 19, 18, 18, 19, 18, 19, 10, 5, 16, 18, 19, 18, 18, 19, 18, 19, 18, 18, 19, 18, 19, 18, 18, 19, 18, 19, 18, 18, 19, 18, 19, 18, 18, 19, 18, 19, 18, 18, 19, 18, 19, 18, 18, 19, 18, 19, 18, 18, 19, 18, 3, 3, 4, 7, 9, 9, 18, 18, 19, 18, 19, 18, 18, 12, 16, 19, 18, 18, 19, 18, 19, 18, 18, 19, 18, 19, 18, 18, 13]"
Stamina RPG 9 - FE/[24] [256] Mr. Simple,9357f59a035bdcffca38df4e5e41190da4c1cc64,24,"[0, 0, 0, 0, 0, 1, 1, 3, 11, 17, 17, 17, 17, 18, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 18, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 18, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 18, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 18, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 18, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 18, 17, 17, 17, 17, 17, 17, 17, 17, 17, 11, 4, 4, 4, 4, 4, 5, 5, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 18, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 18, 17, 17, 17, 17, 17, 17, 17, 17, 17, 11, 4, 6, 6, 14, 18, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 8, 5, 16, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 18, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 18, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 18, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 6, 5]"
Stamina RPG 9 - FE/[24] [270] Rainbow Tylenol,8b49a28eef96f47e0e0b71a2df5f9045531d6ad0,24,"[1, 10, 7, 4, 7, 4, 8, 18, 12, 6, 6, 7, 6, 5, 1, 7, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 7, 5, 7, 7, 6, 2, 1, 15, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 13, 7, 4, 7, 4, 5, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 2]"
Stamina RPG 9 - FE/[24] [260] Russian Roulette,0d28418996001559145fc172b6096753d79d822d,24,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 2, 5, 2, 8, 11, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 8, 2, 14, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 14, 1, 5, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 10, 2, 12, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 15, 0, 1, 3, 1, 2, 1, 4, 1, 2, 2, 2, 2, 4, 1, 2, 5, 5, 7, 11, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 1, 12, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 17, 17, 18, 9]"
